id;name
66159B66-6285-4C99-94EA-B42FC8119AFF;Polpusa
EE5B6E5A-7908-4CD9-8B1E-7A5AE1127498;Printel
7A91B650-267E-4C93-B2ED-71EE4FDBFE15;Proalmex
145B9B70-77F4-450A-A87E-3625ABE6D668;Procuraduría - EDOMEX
65F511A6-BD06-4C81-A607-F6CA905C105A;Productos de Harina
FCE3EED9-E0CB-4D88-A47C-03990C05DB43;Pronat
08828CF4-70A9-45E2-AC2A-225F0B00FA1D;Puntos
2A32E739-7036-4D90-B95B-EA9EE47176D2;REMIXTO
3BC294D3-D7A0-4C68-9F6B-23C3F463D397;RUBA
78830119-DC47-4149-814B-2B30842A3F81;Rafisacos
AF7342CB-EAD3-4232-B042-B4BC44042407;Refaccionaria Jorge
64F6934B-83E8-4E29-8DA6-1E81D9332D2B;Rivelti
287A059C-F52F-4B83-B4BA-03E5581A64C3;SAAM Remolques
112080D8-A42D-4A7E-95E6-C1AE25BB8B2D;SADASI
C2415730-B292-4422-8A07-F79CDC0C7042;SAGOS
09E2A232-5546-4557-B5DB-4FB74505A047;SEGEY
BB3866E3-5A82-4652-825F-64EE1EEB3472;Secretaria de Finanzas Edomex
386535E4-9D1D-4924-B09D-E08375A0922F;Secretaria de Salud Qroo
C5B673DA-5DCE-435C-889A-0DFA50D1C64F;TAACSA
0318DAB9-BC59-4ADA-8B2F-69CFC577AEE1;TERE CAZOLA
D76C0DC6-1888-437E-981B-986649FFDC68;Telered
AE409BE2-0A43-4EED-A5D2-121C1D7EB82D;Teos
667EEF0E-2DD0-402A-982C-CDE61794ACFD;Tersys Group
7BA58AE9-14C5-477A-B817-B4AED0222B17;Touring Coach
EE1F768B-CD1C-4F41-AE4F-98825EFE5DE8;UADY
6AA498C4-9463-4EE7-AE7C-D5A0FFBA667A;ULTRACARNES
52899CD9-6DFE-47DA-9AF7-7DB7F1C8A28D;UNAM
6554D6AC-8AA6-4416-91A2-B1DA34C1C028;UNIR
DABBD3C2-F2FA-4584-80C1-EB955C39EFE0;UNIR2
DD612193-A52C-4EA8-95FE-76ECBE07B010;Usuarios Externos
CB368313-CA3E-4185-B5F7-552B3C8F9CB4;VIVE
84DB5AEF-566F-436B-95EE-E8AD6C3604D9;Vertical Knits
1B7730B6-00F6-4143-AF08-87BB4B2E6110;Veterinaria y Agroquimica
E8E5EFB4-3409-4F0A-B0D0-AC5419657996;WOLF
08B33AB7-3B6B-46DE-B8C2-FDD82F83F594;Wanderclyffe
A7C3B690-F717-4C9A-A573-A9353AF9781D;Xcaret
4F7130A3-1A81-4DC2-BF4F-09EB1122890A;cic-sa
DAA2DBF9-9525-47EF-8B9A-E512F7C326D7;jjalimentos
